,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,TMPV.NS,TMPV.NS,TMPV.NS,TMPV.NS,TMPV.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2025-08-11,808.0,825.0,808.0,823.4500122070312,15236297,414.5,417.0,414.0,416.8500061035156,8514272,,,,,
2025-08-12,824.9500122070312,825.5,820.0,820.5999755859375,7986728,417.0,419.79998779296875,415.29998779296875,416.3500061035156,13635738,,,,,
2025-08-13,822.6500244140625,824.9500122070312,820.6500244140625,821.8499755859375,4447508,417.20001220703125,417.5,413.6000061035156,414.1000061035156,10874910,,,,,
2025-08-14,822.0,828.0,819.0999755859375,826.5499877929688,7087573,414.25,415.04998779296875,411.0,411.45001220703125,9580361,,,,,
2025-08-18,836.0,838.0,825.1500244140625,827.6500244140625,6138124,413.0,413.70001220703125,404.8500061035156,406.29998779296875,30950814,,,,,
2025-08-19,827.5,831.0,825.7999877929688,830.4000244140625,5076681,406.3500061035156,409.3999938964844,404.5,409.1000061035156,16681331,,,,,
2025-08-20,828.7000122070312,831.9000244140625,827.4000244140625,828.9500122070312,4493888,409.1000061035156,410.25,405.45001220703125,406.04998779296875,18188129,,,,,
2025-08-21,828.9500122070312,833.25,824.0499877929688,825.7000122070312,4402511,406.04998779296875,406.8500061035156,403.3500061035156,405.54998779296875,15028966,,,,,
2025-08-22,824.0,826.0,815.7000122070312,816.25,5097647,406.0,406.5,397.5,398.29998779296875,13087624,,,,,
2025-08-25,817.4500122070312,820.5,814.2000122070312,816.4500122070312,5672898,399.0,400.54998779296875,396.25,399.3500061035156,10440286,,,,,
2025-08-26,814.8499755859375,815.8499755859375,806.75,807.8499755859375,6997817,399.29998779296875,405.3999938964844,398.3999938964844,403.3500061035156,13715752,,,,,
2025-08-28,807.25,811.0,800.6500244140625,801.9500122070312,7898436,404.5,404.5,400.0,400.8999938964844,12471719,,,,,
2025-08-29,800.7000122070312,806.7000122070312,798.5,802.5,6861440,402.0,410.45001220703125,401.8999938964844,409.75,25255050,,,,,
2025-09-01,803.0999755859375,808.2999877929688,802.6500244140625,806.0499877929688,5619805,409.75,410.20001220703125,405.0,405.8500061035156,12268090,,,,,
2025-09-02,806.2999877929688,810.5,802.6500244140625,803.9000244140625,5075460,406.54998779296875,407.8500061035156,404.45001220703125,406.75,19808255,,,,,
2025-09-03,804.2999877929688,813.2999877929688,803.0,812.1500244140625,4261589,408.5,413.25,407.29998779296875,411.75,12936588,,,,,
2025-09-04,814.6500244140625,816.75,808.0,809.4000244140625,4471950,423.95001220703125,427.0,415.0,415.8999938964844,27274123,,,,,
2025-09-05,811.5,812.5,803.6500244140625,806.5999755859375,5194842,416.8999938964844,417.0,404.3999938964844,407.3500061035156,16000675,,,,,
2025-09-08,808.0,813.8499755859375,806.7999877929688,808.7999877929688,4614227,407.45001220703125,410.54998779296875,406.79998779296875,407.54998779296875,7419022,,,,,
2025-09-09,812.0,812.3499755859375,805.5999755859375,808.8499755859375,4567272,408.5,410.95001220703125,407.3999938964844,410.04998779296875,8825896,,,,,
2025-09-10,812.0,824.5999755859375,810.4000244140625,818.2000122070312,7285853,411.0,413.70001220703125,408.95001220703125,413.04998779296875,9252397,,,,,
2025-09-11,819.0999755859375,825.7000122070312,819.0,823.6500244140625,7425055,413.04998779296875,416.70001220703125,412.45001220703125,415.04998779296875,8274406,,,,,
2025-09-12,824.0999755859375,825.7999877929688,819.7999877929688,823.5499877929688,5078018,415.3500061035156,417.04998779296875,412.8500061035156,413.75,7803379,,,,,
2025-09-15,823.5499877929688,827.7999877929688,821.0999755859375,824.75,3852494,413.04998779296875,414.29998779296875,411.75,412.6499938964844,5707331,,,,,
2025-09-16,825.0999755859375,833.0,821.6500244140625,831.5499877929688,9467531,413.20001220703125,414.3500061035156,412.0,413.1000061035156,8239087,,,,,
2025-09-17,834.2999877929688,858.1500244140625,831.0,857.1500244140625,17243938,413.95001220703125,414.6000061035156,408.04998779296875,409.29998779296875,14113882,,,,,
2025-09-18,858.6500244140625,860.7999877929688,851.0999755859375,854.3499755859375,10400847,411.3500061035156,413.04998779296875,410.1000061035156,411.54998779296875,15647808,,,,,
2025-09-19,852.0,864.4500122070312,849.2999877929688,862.3499755859375,15206426,411.54998779296875,412.6000061035156,408.95001220703125,410.6499938964844,19505321,,,,,
2025-09-22,862.0,868.2000122070312,854.0,855.25,6594034,410.6499938964844,411.0,406.04998779296875,406.95001220703125,8930779,,,,,
2025-09-23,854.5999755859375,874.25,851.2000122070312,870.5999755859375,14357863,407.1000061035156,408.1000061035156,402.1000061035156,403.20001220703125,14936357,,,,,
2025-09-24,876.0,880.5,864.4500122070312,866.2000122070312,12840160,403.20001220703125,404.6499938964844,400.70001220703125,401.0,12380865,,,,,
2025-09-25,866.5499877929688,870.1500244140625,859.9500122070312,861.1500244140625,8678821,401.45001220703125,403.0,398.0,400.1000061035156,22006368,,,,,
2025-09-26,862.0,864.3499755859375,853.0,856.9500122070312,6959545,400.1000061035156,405.8999938964844,399.79998779296875,405.1000061035156,14414044,,,,,
2025-09-29,858.0499877929688,873.5,856.0,870.75,22641712,406.8999938964844,408.0,403.20001220703125,407.25,19717660,,,,,
