,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2025-02-25,3503.907852529123,3535.8054964280086,3500.283120267886,3508.305908203125,4101954,394.7271291352976,399.63667054245303,393.25426671315097,397.52557373046875,15760891,704.7979622750793,704.7979622750793,696.0241250697796,696.9064331054688,8599635
2025-02-27,3491.0523230089602,3516.473827507661,3480.419774327656,3491.8740234375,3823856,397.525552328783,399.1456949128277,392.2723373128528,394.3343505859375,19051003,701.9060466163252,703.5725952859297,687.2993186401222,690.0442504882812,12033139
2025-02-28,3465.195760859545,3479.743067268356,3341.5199398740847,3366.89306640625,7085018,391.7813927759098,395.218071659909,385.1044286446103,387.853759765625,31954776,687.1033111747046,687.5444053811439,669.1634856554016,675.241455078125,15780609
2025-03-03,3368.584339801977,3405.556606946145,3360.0298777157327,3376.365478515625,4990439,388.7865980194929,391.78140630708367,384.12253365869424,390.25946044921875,10702826,676.5648746220754,683.6721631354309,666.6146467698901,681.6134643554688,10598479
2025-03-04,3357.952083726606,3432.3799220820893,3348.576156481458,3414.06298828125,2797737,388.2465194896839,390.01397233458835,385.7426654162302,387.70648193359375,13404774,679.3587530706169,704.3077986097232,678.4764450422322,701.9550170898438,14386214
2025-03-05,3403.2370189380595,3480.081342184221,3403.2370189380595,3428.561767578125,2501894,387.3628037989018,405.2826293231856,387.3628037989018,397.721923828125,15665018,703.425482394221,716.9048225760387,702.8863207536921,715.9735107421875,10409805
2025-03-06,3438.179549305139,3488.87742658408,3417.977801534333,3481.289794921875,2786513,401.747764542559,402.28783207284374,393.3033473882626,398.3601989746094,17869996,721.5123345545368,722.2475713084986,712.6894935069948,717.6400756835938,10928847
2025-03-07,3479.743027656133,3503.9079097926337,3454.998093954285,3490.56884765625,2051315,396.2490690334906,398.50747602613745,394.432562712498,396.5927429199219,11180761,717.6400610222238,720.3849328808595,713.6697945986864,718.3262939453125,7246729
2025-03-10,3486.0259949428714,3501.1049762137254,3462.9244613654673,3469.73876953125,1004626,393.7943018882363,399.489387865199,393.1560675022779,397.6728515625,9785018,718.3263154629034,723.9631306303024,712.2973500895013,714.5521240234375,7400109
2025-03-11,3439.146261421323,3468.869068486726,3419.4759516197346,3455.868408203125,1995450,394.23615458392493,401.01131538193874,393.94159410093084,398.85113525390625,11099475,710.6308835302965,719.6007363944591,708.4741769972491,715.4833984375,5538789
2025-03-12,3445.912018992584,3450.020048748746,3370.3726956351015,3389.076171875,3174167,399.0475152195476,405.8226762942879,396.69094136295917,404.93896484375,13844306,716.2186323712558,722.4926768362947,704.8959979099689,708.8172607421875,5547762
2025-03-13,3385.3064520665353,3406.5715466921038,3367.7144664369603,3393.76416015625,1693004,405.5281006874954,406.90276622215737,400.8149531499511,404.59527587890625,8196569,711.6111983443574,717.0519385721029,710.2387324158618,713.5227661132812,5908337
2025-03-17,3372.450776071524,3412.516101378981,3361.1900359739784,3380.860107421875,2690906,405.5281132753817,408.719315135297,399.63666368784595,400.5694885253906,5257805,714.5520981665495,716.8558160007225,708.0819790039528,708.915283203125,5149563
2025-03-18,3380.860107421875,3380.860107421875,3380.860107421875,3380.860107421875,0,402.5823808619056,404.4971139277993,400.37308730839516,401.69866943359375,13861897,708.915283203125,708.915283203125,708.915283203125,708.915283203125,0
2025-03-19,3428.5135286476893,3428.5135286476893,3347.077874633433,3380.280517578125,3051244,402.5823921632704,403.31882336844717,395.3162769319527,395.75811767578125,12830387,725.0414304316936,734.5505041985215,724.551272606947,730.4331665039062,7604850
2025-03-20,3394.68252652922,3459.3960314822807,3394.68252652922,3444.123779296875,2845192,397.6728373693795,399.2929799729773,394.62891583099076,396.641845703125,16994037,733.2761159507572,737.8836115337692,729.5509283979652,734.7955932617188,6963197
2025-03-21,3358.9184009741334,3495.449976265528,3349.2524487411147,3458.574462890625,4161925,398.60567790903195,400.12762375553666,394.4325677226245,398.212890625,25302035,735.1877533491547,740.7265010195747,732.2958101375568,738.373779296875,9577327
2025-03-24,3479.7429444303652,3527.831058731868,3447.4587570622184,3507.725830078125,1834751,399.6366587789359,405.38082804931764,398.2619932184889,403.4660949707031,14362572,743.0792951283579,767.5381836299999,740.236355685803,765.4304809570312,12095064
2025-03-25,3523.2398747468987,3586.0685693582973,3516.473707634902,3535.56396484375,3135390,404.5461964506968,407.73739824308706,401.3059112323006,402.385986328125,20338110,768.4694992151382,770.52813824643,754.05884649493,757.636962890625,15190143
2025-03-26,3525.897934373459,3557.553929809202,3504.7295921250025,3514.34716796875,1734499,402.8769581468943,403.76069957751406,398.90024157095667,399.9803466796875,13891436,756.8037071028305,760.7739736513279,746.4613886162912,748.961181640625,7711852
2025-03-27,3494.0970689111577,3540.638537603521,3489.892285017066,3529.232666015625,2528474,400.6185794021223,403.2697437519979,398.3110889443362,402.0423583984375,18642328,748.765095143516,760.528883157817,745.5300654063271,757.0977783203125,15648616
2025-03-28,3529.0393930182477,3538.656968927356,3471.9135171595426,3485.6875,2051919,403.46610258111434,408.08108344123156,400.7658548357284,402.3369140625,12981873,756.9017030647627,763.2737549045355,751.9021170931981,756.3135375976562,7628185
2025-04-01,3453.354619757771,3464.2771927018816,3407.248075969345,3432.186279296875,2618493,402.38600438126315,406.90278849853894,398.2620075515041,399.2929992675781,15206240,751.7060726537488,767.3421201573958,748.1769600397238,756.5096435546875,7011125
2025-04-02,3425.6135625063594,3445.0422214056125,3412.129605979645,3425.565185546875,1764313,399.685750106513,402.5823914949175,398.7038418345742,401.6495666503906,8001323,757.0977881876627,761.7052838533914,749.2552627425828,760.6759643554688,5458436
2025-04-03,3374.3842427691143,3385.0167912281404,3282.702582798802,3289.46875,4537821,399.68573475414075,402.7787696643111,399.34209084453187,401.99322509765625,7059566,754.8430831745769,769.2537358201085,754.7940793566994,763.8619995117188,7956680
2025-04-04,3250.2733357697866,3286.085501586113,3185.414699028632,3189.184326171875,5317367,400.12763155444486,405.3317335492131,397.1819066595655,402.287841796875,18627592,763.7639032041603,767.4891505617313,749.9414763962274,752.34326171875,8231194
2025-04-07,2996.445205771086,3181.4514379526936,2953.963392712106,3164.68115234375,6623955,383.09149195819776,400.71675676567065,383.09149195819776,398.7038269042969,26762866,715.6304557983397,738.8639496862081,715.6304557983397,732.1978149414062,14923235
2025-04-08,3191.7460628104113,3237.127665022999,3146.5577324611054,3182.949951171875,5557558,404.4480082967242,408.2774445365288,399.88214085828554,405.08624267578125,18600796,745.0399507907015,758.764370936846,743.2263906334504,753.4706420898438,12911288
2025-04-09,3151.631904539679,3160.7661816290088,3104.752039154662,3138.14794921875,2990265,405.52811678460984,411.4686498505965,403.8097773067089,408.7684020996094,21785572,751.9021496759307,752.8334615673064,726.4139412123398,727.59033203125,11319387
2025-04-11,3179.663390613554,3188.7492913945475,3098.904311833949,3123.552490234375,7108961,412.40145511407445,414.8071422550909,409.4557304346882,413.92340087890625,8939356,744.0595747998677,744.7458077183372,731.3154714106737,739.0109252929688,9360327
2025-04-15,3203.683386247662,3203.683386247662,3130.415650876791,3139.69482421875,3512160,421.4350305010776,421.4350305010776,411.4195544215754,412.7942199707031,11685880,754.8430601068783,755.5292930373557,742.1969641274441,748.4710083007812,7859090
2025-04-16,3139.6947635283577,3168.596104196088,3121.136181217996,3164.439697265625,2384391,410.4376454249374,418.3419947920321,410.4376454249374,416.7709655761719,13034594,748.4710501178707,759.4996019368964,745.5301029661306,756.5586547851562,12536694
2025-04-17,3137.08483655699,3193.244114128983,3110.5034675829284,3188.700927734375,2932346,417.3110006565654,420.10944512464874,413.92340525328643,419.5202941894531,22410217,756.8037006997325,785.2328552596965,752.0491936119853,781.7527465820312,27034818
2025-04-21,3180.1953142330854,3241.9606599617177,3174.3957423905777,3210.64306640625,2432946,420.3058257121206,421.336847381582,413.87433848811077,415.1999206542969,27388236,787.1935033394458,808.1232195009724,785.6250221604275,800.6238403320312,16398507
2025-04-22,3211.6093750675464,3222.531712274605,3184.931252579041,3203.68310546875,2710498,418.24383985184426,426.9337040743589,415.88723603001415,425.75543212890625,32031936,804.986275275127,819.0537818863039,797.9769939622398,806.211669921875,25117557
2025-04-23,3252.593171873855,3306.625754540036,3225.818529364827,3298.98974609375,3543923,428.3083909152653,429.53577622856506,421.0913592799704,423.05517578125,19566317,809.740755044151,814.6423334645151,794.1537117339047,797.4378051757812,12104382
2025-04-24,3287.4874054696716,3298.5064976170884,3274.5348867157572,3287.970703125,2252175,424.0370755980093,428.16107218939527,421.53319162940176,422.2696228027344,26064089,796.7515648231008,802.8785377915959,795.1830836766543,797.3887939453125,12713521
2025-04-25,3305.7558885472554,3361.625143451318,3291.256959211522,3332.820556640625,2742991,422.2696267928269,424.87170760222523,415.6417461702055,420.0603332519531,22944377,798.9572755447768,802.8785382468371,771.508436630355,782.9291381835938,13131038
2025-04-28,3320.2548871373374,3342.2933073843687,3291.2570278610287,3328.470947265625,1593296,418.9311396302756,422.71149230249586,417.06551998951244,421.042236328125,6287095,782.9291312258807,806.6037186789465,781.7037366423766,801.260986328125,11317611
2025-04-29,3339.586779424834,3378.250591632357,3315.808440523134,3356.502197265625,1578332,421.14043560056143,421.82778335059663,417.31099948077133,418.29290771484375,11189930,803.858844621864,812.6816855994211,793.075372315961,796.5554809570312,11283059
2025-04-30,3356.0188189819924,3392.65268577439,3253.5597190937174,3338.330078125,2809332,419.6675863161336,421.5332060258665,414.3652876801437,418.0965270996094,10026546,795.5261656735474,795.5261656735474,769.0576426012298,773.1259765625,25635764
2025-05-02,3356.0185874198487,3374.867194117627,3305.7556362257724,3316.38818359375,1721761,416.42728530446215,423.69340019536935,416.42728530446215,421.7295837402344,9263372,774.7924765987593,787.5856441366993,773.4690743593894,781.0175170898438,14720184
2025-05-05,3334.753505470742,3387.4329449049897,3331.27366828836,3338.909912109375,1284443,422.4660329307672,430.56677615372786,421.5823214813549,429.0448303222656,11525305,766.606876267059,783.2722431424297,766.606876267059,774.4494018554688,23986447
2025-05-06,3344.419677734375,3356.9854164079434,3322.1879862349847,3344.419677734375,1324763,429.5848686129065,431.69596540271175,425.16628139288804,427.6701354980469,15026568,778.3216684290833,783.4193220780548,755.9214185982945,758.8623657226562,18869468
2025-05-07,3306.335750758935,3343.9362109554654,3306.335750758935,3330.017333984375,1477128,425.5590249840726,427.13008416028316,421.9259824773884,423.3497314453125,9710361,750.2356003532819,766.9990348823832,749.5003635713141,760.822998046875,15586266
2025-05-08,3332.820588313161,3360.851851961966,3314.1652518601954,3333.6904296875,2543591,421.2386332122387,423.6934038020536,415.88722134025767,422.8096923828125,19937960,763.6658883956691,771.0182557422255,748.9611537025561,753.8627319335938,14491673
2025-05-09,3285.4574957373147,3331.0807476867326,3284.5876543425793,3325.3779296875,2531757,418.24384137926455,421.38592987740896,415.34719998420627,415.8872375488281,8226512,741.6088285228935,766.312796178702,740.6285128209466,763.9110107421875,13578216
2025-05-12,3387.916425868549,3509.22413241534,3385.209911911905,3499.46142578125,2228678,421.7296134519522,428.3084110263286,420.40403125825395,427.6210632324219,8031891,783.272256608189,788.0758275471601,777.390362315762,785.8701171875,15096824
2025-05-13,3499.461570957545,3501.9748131612287,3393.232840630001,3397.58251953125,3062887,427.0318966442069,430.026734819032,417.654684739414,420.1585388183594,14976369,782.880060357833,791.7519649275839,781.5076543371932,785.9680786132812,13909596
2025-05-14,3403.3818530870167,3442.045662835236,3391.396166459135,3430.156494140625,2119499,419.3730364482981,424.0371008235316,418.1947345146855,421.33685302734375,9557309,789.8893639857823,791.6049164362635,780.6253687864404,784.9387817382812,9281719
2025-05-15,3444.945682102287,3479.7431132346333,3396.712670565691,3460.314453125,3548330,421.3368389928473,427.52284902460343,418.2929174036252,424.8226013183594,24263510,788.6149458696933,793.516524177251,778.8607930709097,791.8499755859375,17058854
2025-05-16,3473.8465567565913,3473.8465567565913,3427.6434928317944,3442.335693359375,1666727,427.03189925490824,428.3083979810754,424.2825680939457,427.81744384765625,16402035,804.0,804.0,791.0,792.0999755859375,14733924
2025-05-19,3431.413341631395,3431.413341631395,3386.659931697025,3401.255615234375,2537377,427.1300810084491,430.56675982116076,424.822590669679,427.4737548828125,7543854,792.0999755859375,801.4000244140625,792.0999755859375,795.0,10666184
2025-05-20,3413.82137266364,3439.1461226598826,3377.2840226457647,3381.4404296875,2038374,429.09390418210114,432.82514353663043,425.068074374028,427.0318908691406,9868414,798.1500244140625,799.4000244140625,783.7999877929688,785.6500244140625,11324667
2025-05-21,3390.816528025104,3418.8477935076376,3381.4406002159167,3408.02197265625,1440153,428.70116612622536,430.27222538595333,424.184381991556,425.1662902832031,5776672,787.0,791.0,779.0999755859375,787.0999755859375,8206040
2025-05-22,3378.250521774226,3380.9570357698217,3336.0103550080185,3360.851806640625,2034383,425.1662742449478,425.1662742449478,415.248994880322,418.39111328125,19451749,788.0,788.2000122070312,780.2999877929688,785.25,7355826
2025-05-23,3360.851724551366,3416.9142497236344,3349.8326329632987,3397.19580078125,1274331,426.14817819915925,431.05771942265187,421.2386369756667,428.40655517578125,18536884,787.9000244140625,794.9500122070312,786.2000122070312,790.5,5534158
2025-05-26,3403.3821442949547,3426.5804321288315,3392.846349631144,3419.1376953125,967470,430.32130894917486,435.5254109103499,428.8484465112427,434.8871765136719,13107662,792.0,797.5499877929688,789.2000122070312,794.4000244140625,4965466
2025-05-27,3414.014574749619,3421.747337093333,3366.7481593177404,3381.826904296875,2467680,434.8871621282408,436.1636608448351,423.0551795877558,426.04998779296875,26986022,794.4000244140625,801.3499755859375,790.0499877929688,793.7000122070312,11995043
2025-05-28,3402.4152283668,3411.114585484783,3376.31715701285,3380.860107421875,1222933,417.70001220703125,422.6000061035156,413.0,420.20001220703125,431851622,794.5,798.9000244140625,792.6500244140625,796.5499877929688,6873519
2025-05-29,3387.626702221486,3414.498100356932,3370.034713912086,3381.247314453125,3188072,422.0,422.79998779296875,416.6000061035156,418.75,21478547,799.0,800.4000244140625,791.3499755859375,797.3499755859375,14034127
2025-05-30,3373.417337946492,3389.5594310198626,3337.750068509547,3347.705810546875,3404365,419.1000061035156,420.04998779296875,416.3999938964844,418.04998779296875,30656239,798.0,814.5,792.5999755859375,812.2999877929688,22037314
