,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,
2024-06-21,1144.7854792681483,1151.033048809149,1132.0934935247788,1139.9644775390625,69259425,828.2687636644131,831.3567222370788,812.2895697948148,819.8380126953125,18990090
2024-06-24,1136.0289470067053,1156.6902793435293,1134.0612010698649,1151.229736328125,12210295,815.1325081138934,819.543928783181,804.8881970373593,816.3088989257812,12715254
2024-06-25,1151.3773811074136,1186.5508409447048,1148.8193353214021,1178.630615234375,27309845,820.5242410117988,829.2000110244921,817.8773766546938,825.6708984375,20917530
2024-06-26,1182.6154524579229,1203.1291823342124,1174.59686276576,1198.357421875,25403461,823.3181026095383,832.0919399410025,819.5439111626723,828.7098388671875,16281760
2024-06-27,1208.5403632954783,1215.083142699582,1189.6008082372055,1200.2266845703125,20516632,827.288405942117,830.7195107377448,821.7495985528304,827.3864135742188,20378887
2024-06-28,1207.2122974343558,1207.2122974343558,1177.0565628057336,1180.254150390625,12507092,830.2293784821371,846.992752780768,827.386439058991,832.239013671875,23636388
2024-07-01,1180.25407382428,1195.7500741919466,1172.8259044392062,1192.3065185546875,8636894,832.6311314704473,833.7585184800706,823.4161996179325,825.3768310546875,10967797
2024-07-02,1197.3734411453652,1197.3734411453652,1166.4306833322826,1171.399169921875,16153925,827.3864282167037,829.6411422984175,806.9468703630849,809.8878173828125,21142840
2024-07-03,1177.54840489326,1196.24199235147,1160.428990253299,1182.2218017578125,22330897,812.6817296590598,827.2393941277866,808.760466789776,823.4161987304688,23598009
2024-07-04,1209.179986290108,1215.033982934888,1194.7171004020095,1213.115478515625,15275791,826.4061106133324,828.2687343216311,817.8773523092979,822.7789306640625,13372587
2024-07-05,1205.2444756355717,1222.5606171427328,1201.1613784936928,1213.509033203125,9535575,821.5045497192135,844.2968895533086,820.5242340274244,842.826416015625,24873722
2024-07-08,1209.0816030717467,1219.5106332770943,1197.2751265898385,1215.1324462890625,6617190,842.8264296839359,847.9730871492928,836.6994565108919,839.3953247070312,10359800
2024-07-09,1215.0339475267522,1230.038011199292,1209.4751610015549,1228.1195068359375,13366874,842.9734801738035,852.8256408262188,839.1502250746712,844.3458862304688,13585081
2024-07-10,1232.5469141994527,1232.5469141994527,1216.4113728030459,1223.15087890625,18226503,843.1695051813592,843.3165764690709,826.8962885808327,832.2880249023438,17343236
2024-07-11,1226.2501602309792,1237.5155787915146,1205.2937361837155,1218.4775390625,11307116,837.5817726337938,841.4049680302959,833.0232806157347,839.8364868164062,8501366
2024-07-12,1215.9687089511149,1232.6945505595163,1210.2621973028672,1213.01708984375,12208290,839.8364577356562,846.0124345728623,838.4639918457344,842.7774047851562,11446064
2024-07-15,1213.213848187686,1218.4775450466864,1204.309869041595,1210.1146240234375,15612671,842.7774216383809,869.8831149197468,842.7774216383809,864.001220703125,25392820
2024-07-16,1210.1638079399554,1224.9219031587354,1209.1799349253702,1219.9041748046875,12320605,864.9324947942838,870.6183136551655,857.0899695148005,863.364013671875,11893692
2024-07-18,1214.9849267751276,1236.1873202209238,1211.8364607641408,1230.1365966796875,10999632,863.315023261012,877.2845216320075,860.2270049507774,875.9610595703125,19435183
2024-07-19,1223.9380279933182,1230.3332025768846,1220.2485041951068,1228.5130615234375,7958817,877.3825576774864,881.3038205050954,865.912851939986,871.84375,14562742
2024-07-22,1220.0026771573469,1225.2172527697476,1213.0172019778342,1221.1341552734375,9958965,864.0992633045507,877.382528728047,850.914005515022,859.540771484375,14614111
2024-07-23,1221.1341050565184,1228.5131532036169,1192.9461171142627,1206.96630859375,19369832,865.618719345537,867.0891928212089,832.385994861864,846.8947143554688,18279212
2024-07-24,1205.2444794873966,1213.7550053424823,1182.6646411572679,1203.2767333984375,20122521,847.1888058977289,850.9139934414429,830.5234396667329,835.2289428710938,19624845
2024-07-25,1186.0589540798987,1198.6033353860112,1171.3992217096722,1178.58154296875,14154461,830.8175358859385,834.0035618347636,824.6415590903446,831.7978515625,9522375
2024-07-26,1170.808877642708,1200.3250678353813,1166.824143926023,1187.7314453125,19309265,828.0236595382181,847.2378228513442,827.386430415429,845.4732666015625,12081506
2024-07-29,1195.5533833447412,1222.7082560181059,1184.7307795900044,1193.142822265625,28458261,849.0023752250042,871.5986394833856,846.208499495082,854.443115234375,26582781
2024-07-30,1193.4379877337221,1211.0000973333736,1184.976703679443,1189.9451904296875,23972277,857.4821305468374,863.2169532964333,851.8943192478578,855.6195068359375,13528447
2024-07-31,1199.3412284660044,1204.9001351285349,1191.4702441938732,1195.307373046875,22297629,856.6488268509507,857.727209991399,850.9140040978348,855.2274169921875,11636874
2024-08-01,1192.946036063854,1202.9323712314479,1187.4363711753606,1190.584716796875,8725046,860.5211196893349,864.0502921513843,842.5323503146797,845.6693725585938,11787203
2024-08-02,1177.6959907114142,1182.2710242194773,1170.9072429350965,1177.2532958984375,10735395,839.8364743996533,841.4049555903533,829.494155703777,831.16064453125,12609331
2024-08-05,1162.937883324056,1169.7266310287719,1148.1797883580148,1153.689453125,14306771,813.6620483537691,814.9854506435058,784.2525767265245,795.6732788085938,27676951
2024-08-06,1156.0508158159441,1168.5459553164283,1142.768529846995,1148.0322265625,13575619,806.4567530115417,810.2799484288843,779.988228505242,781.9978637695312,17900930
2024-08-07,1159.9370447242293,1160.7734328695763,1142.8668719088475,1153.5418701171875,15753644,793.0753863597355,794.7419349850848,784.7917068840424,792.7322998046875,17692355
2024-08-08,1148.1305589944793,1155.4604849673224,1140.2104533386794,1145.8184814453125,10806438,796.01636305695,801.7021822548979,786.9974464841414,792.1441040039062,14769069
2024-08-09,1157.5758097480823,1161.9047548052447,1150.1475206629223,1152.70556640625,8687307,799.9376104147318,813.6130263830515,793.6145621891944,808.07421875,15320885
2024-08-12,1162.0336803927066,1169.228167312303,1147.1485350418181,1163.8199462890625,10860455,804.4470175738744,806.799799123275,795.2320861451166,796.6044921875,16120449
2024-08-13,1174.1402001247322,1180.143923785119,1154.6903013699869,1159.4039306640625,13117927,797.4868163142143,803.8588683191833,779.3999798102883,781.8507690429688,17585172
2024-08-14,1158.0642597488902,1161.090954297597,1144.1714580038308,1152.7552490234375,13431801,785.183846292551,793.2224467373169,784.6446846418667,787.1934814453125,11788665
2024-08-16,1161.0412636212889,1183.8651517095705,1156.7245959708455,1178.1591796875,10961370,787.1934703278642,798.85925054641,787.1934703278642,796.1143188476562,11427335
2024-08-19,1181.8804727263328,1186.5941018157116,1164.3160506791048,1166.8961181640625,6686394,798.9572597142997,809.1525664711355,796.6044782061931,797.682861328125,10151482
2024-08-20,1165.2091443736933,1180.6897926432184,1161.041352076898,1170.4189453125,10427061,801.8492361476191,806.7998184496117,797.3397480422,804.1529541015625,10347493
2024-08-21,1167.9876876109618,1169.625077755297,1156.178781920312,1165.8541259765625,17234142,804.1529595522029,804.8391925113443,795.2321105845307,799.4964599609375,14607257
2024-08-22,1172.9494391539793,1183.468250844818,1167.5907626667606,1181.979736328125,8564142,802.8785556624933,807.6821265102021,801.0159319051235,804.1529541015625,7832917
2024-08-23,1183.8651886303296,1195.7733045260243,1179.449310773257,1194.2847900390625,7518309,805.3293192807621,805.8194771135562,798.4671096216442,799.3003540039062,5537747
2024-08-26,1196.3191076607097,1205.647034605679,1191.8535643266057,1204.009765625,10920226,801.8982298568817,807.2409623037237,797.7808920155667,799.0062866210938,8523795
2024-08-27,1204.0098351320562,1223.0627726699063,1199.6435016150756,1216.9598388671875,16295325,801.702163529934,803.3197083604263,795.0850325876467,799.839599609375,12833290
2024-08-28,1213.2882407138438,1217.009527109644,1207.9792296829603,1214.47900390625,12291305,798.7121942115388,801.1139795760346,790.6245899129868,793.467529296875,10371300
2024-08-29,1209.6164607584685,1225.5436144859966,1207.681440347739,1212.5439453125,10806748,793.6145275853862,799.937575535221,791.0657308125117,798.4671020507812,18247268
2024-08-30,1220.5818867193016,1226.0894388087463,1209.5669036760319,1219.7879638671875,21211148,801.0650084127782,804.5451172254517,798.3200765507661,799.5454711914062,8911426
2024-09-02,1229.5129791826912,1229.7113993287953,1213.1393196536237,1220.5322265625,12516759,801.2119858304522,809.1525786646832,797.04564422928,805.966552734375,11813750
2024-09-03,1217.8033299887798,1241.371477184039,1211.055469999512,1238.1463623046875,19114907,805.966591337859,809.6917790988241,800.3297759604034,808.5643920898438,10548350
2024-09-04,1230.3565014424944,1234.176997942738,1223.3605556490777,1226.88330078125,13505843,799.3984149013352,802.5354369721819,797.6338586845211,800.427734375,10789570
2024-09-05,1228.5206798050983,1235.3182053814185,1221.8720299114532,1226.486328125,9142811,802.2413336710257,805.9665812189434,798.369134501237,802.6334838867188,8395074
2024-09-06,1216.5628019074484,1224.4520011114125,1195.7732653744783,1198.899169921875,10170479,795.5262015930762,796.8986675256167,761.7053094735923,767.0970458984375,40220096
2024-09-09,1193.6893937018356,1228.8183593866072,1191.2580807218426,1225.5435791015625,13863250,769.5477977846319,772.6848198824725,755.8233784610844,768.8125610351562,21322103
2024-09-10,1227.4786328440832,1231.844966297702,1217.6048683884173,1227.8260498046875,15545130,772.4887444671417,773.2729850328517,762.1954299786836,767.2440795898438,12824701
2024-09-11,1222.0704612349368,1229.8107854485313,1217.009535927106,1226.88330078125,11993242,764.6952691046852,772.4887910829905,750.3336796377038,753.4706420898438,20060665
2024-09-12,1228.520699503871,1247.3752175091806,1216.9598787103319,1242.5623779296875,15376442,759.7446278215249,774.3513549221617,757.5389176117205,772.24365234375,17578964
2024-09-13,1242.4133910945052,1246.333097348584,1232.5396270556282,1240.7760009765625,9877288,775.429725098296,779.3509879306515,769.6458384870828,775.2826538085938,12950936
2024-09-16,1241.4210578615323,1255.9092410243197,1235.169248684242,1253.1802978515625,8973335,775.2826362662203,779.3509702962235,768.9596479590956,770.0869750976562,9553736
2024-09-17,1250.302517024621,1262.508384404533,1248.7644580527592,1258.39013671875,11513121,770.1360013393838,771.9986251303302,765.1854189481497,767.4891967773438,10665630
2024-09-18,1252.3368930345305,1285.4315085718288,1252.3368930345305,1278.485107421875,12466597,768.3714262748396,779.1058950529456,766.6068699986203,777.145263671875,18324412
2024-09-19,1278.4851014958492,1290.0459218689532,1275.5080724453824,1282.107177734375,13172268,779.3999767062683,785.5759535812824,768.6165041254203,774.400390625,10645478
2024-09-20,1285.0841618950908,1351.9184375163336,1281.6606270608918,1328.201416015625,73257767,779.203920907502,779.203920907502,764.1560986394321,766.3128051757812,21372244
2024-09-23,1320.80849505564,1321.60241788708,1298.4807781970735,1311.7781982421875,11380409,770.5281215390131,789.1541193879206,769.0576480246257,786.0661010742188,17309545
2024-09-24,1310.8850653274296,1321.2054564579635,1305.377513381459,1308.50341796875,13886037,783.5173029793567,788.4188813527027,780.8214348740164,782.5369873046875,15180653
2024-09-25,1300.7135877579847,1317.583418764573,1300.0685405806087,1313.7132568359375,8728019,782.1939054186181,782.2919130531816,773.1749891911104,777.4883422851562,18465571
2024-09-26,1309.892782398436,1323.1405374478413,1306.8165432729581,1318.87353515625,11100869,780.331278301596,787.193488035404,776.0178653925714,786.0661010742188,23198842
2024-09-27,1322.793216287465,1322.793216287465,1293.8663936696585,1296.5953369140625,17117379,786.0661024227028,792.095067775522,782.7330650179391,786.8504028320312,15193681
2024-09-30,1282.2064133181361,1286.870498271365,1261.168789397214,1263.252685546875,12622212,786.1151665701419,786.8013396781569,770.9692773696576,772.3907470703125,15484573
2024-10-01,1260.0772141126831,1270.4471502080723,1257.8939867892805,1264.6419677734375,10972413,772.4887361629332,784.5956105690549,772.4887361629332,781.2625732421875,13280535
2024-10-03,1244.0011592918727,1256.0581509565811,1238.5929384016897,1246.7301025390625,17648551,774.3514108096929,788.1738385219239,768.861606879953,778.4686889648438,15944135
2024-10-04,1237.5508987809962,1254.7184806872842,1226.734336136113,1230.2572021484375,13488887,776.4100140404223,793.9086248930724,769.7928832389414,780.968505859375,20097454
2024-10-07,1232.0434743858432,1253.2795172340534,1215.6201496244253,1224.4520263671875,20667247,784.2525262685198,788.1737888998624,750.3336284408941,755.4802856445312,24267990
